time,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8
14:21:07,31.4,1.0,25.0,1.0,15.0,2.0,12.0,1.0
14:21:08,32.3,1.0,24.0,0.0,17.8,0.0,13.0,0.0
14:21:09,31.0,1.0,29.0,1.0,17.0,1.0,13.9,2.0
14:21:10,35.6,0.0,27.0,2.0,22.0,2.0,17.0,1.0
14:21:11,43.6,2.0,31.0,0.0,24.0,1.0,21.8,1.0
14:21:12,33.0,1.0,25.5,1.0,18.8,1.0,12.1,1.0
14:21:13,33.7,0.0,25.0,2.0,23.8,1.0,16.8,1.0
14:21:14,31.0,1.0,27.0,0.0,15.2,1.0,14.9,0.0
14:21:15,34.0,0.0,23.8,1.0,16.8,0.0,15.0,2.0
14:21:16,32.7,2.0,24.0,2.0,17.8,2.0,13.9,1.0
14:21:17,34.7,0.0,27.0,1.0,17.0,1.0,16.0,0.0
14:21:18,34.3,1.0,24.0,0.0,15.8,0.0,12.0,1.0
14:21:19,35.6,0.0,28.0,1.0,20.8,2.0,19.0,1.0
14:21:20,32.0,1.0,22.8,0.0,18.0,0.0,14.0,1.0
14:21:21,32.7,1.0,26.0,2.0,17.0,1.0,14.9,1.0
14:21:22,35.0,1.0,27.7,1.0,23.8,2.0,19.0,2.0
14:21:23,32.7,1.0,25.7,0.0,19.0,1.0,16.8,0.0
14:21:24,33.0,1.0,27.3,2.0,18.0,1.0,14.0,2.0
14:21:25,31.7,1.0,26.7,1.0,25.7,1.0,17.0,2.0
14:21:26,32.0,1.0,27.0,2.0,20.2,2.0,15.0,1.0
14:21:27,38.6,2.0,28.7,1.0,25.7,1.0,23.8,0.0
14:21:28,34.0,0.0,26.0,1.0,21.8,2.0,19.0,2.0
14:21:29,36.0,2.0,29.7,2.0,23.8,2.0,20.8,2.0
14:21:30,39.0,2.0,38.0,1.0,24.2,1.0,26.0,1.0
14:21:31,35.6,1.0,29.0,2.0,23.0,2.0,22.8,2.0
14:21:32,44.6,3.0,36.6,10.8,30.0,4.0,24.0,3.0
14:21:33,34.3,0.0,25.0,0.0,17.0,1.0,16.2,1.0
14:21:34,39.6,2.0,35.4,1.0,22.8,2.0,20.8,1.0
14:21:35,34.0,1.0,25.7,2.0,17.0,2.0,13.9,2.0
14:21:36,28.0,0.0,18.8,0.0,17.0,0.0,10.1,1.0
14:21:37,24.0,2.0,17.0,1.0,13.9,1.0,13.9,0.0
14:21:38,24.0,0.0,20.0,0.0,14.0,0.0,11.0,0.0
14:21:39,28.0,1.0,17.0,2.0,14.0,2.0,10.8,1.0
14:21:40,29.7,1.0,21.8,1.0,13.7,1.0,13.0,2.0
14:21:41,30.0,0.0,20.0,0.0,16.2,0.0,11.0,1.0
14:21:42,28.0,2.0,19.8,1.0,14.9,2.0,9.0,1.0
14:21:43,27.0,1.0,22.8,2.0,16.8,0.0,10.9,1.0
14:21:44,28.7,0.0,26.0,1.0,15.2,1.0,13.0,2.0
14:21:45,28.0,2.0,16.2,0.0,12.9,2.0,9.0,0.0
14:21:46,27.7,0.0,19.8,1.0,13.1,0.0,10.1,1.0
14:21:47,28.0,1.0,23.0,1.0,14.9,1.0,11.9,0.0
14:21:48,28.0,0.0,19.0,1.0,14.0,0.0,11.0,2.0
14:21:49,25.3,2.0,20.6,0.0,17.8,0.0,9.9,0.0
14:21:50,27.0,0.0,19.2,0.0,15.0,2.0,7.1,1.0
14:21:51,32.7,1.0,19.8,1.0,14.0,0.0,10.9,0.0
14:21:52,27.7,0.0,20.8,1.0,15.8,1.0,11.0,1.0
14:21:53,28.3,2.0,24.2,1.0,14.1,1.0,10.9,1.0
14:21:54,31.4,0.0,20.0,0.0,16.0,1.0,10.0,0.0
14:21:55,31.0,1.0,21.0,1.0,15.8,0.0,9.0,1.0
14:21:56,30.3,1.0,23.5,1.0,14.0,1.0,9.0,1.0
14:21:57,33.7,1.0,19.0,1.0,12.0,1.0,9.9,1.0
14:21:58,32.7,0.0,19.2,0.0,12.9,0.0,10.9,0.0
14:21:59,30.0,0.0,18.8,1.0,16.0,1.0,13.0,1.0
14:22:00,35.0,2.0,20.6,1.0,17.0,0.0,13.0,2.0
14:22:01,33.7,0.0,20.0,0.0,13.9,2.0,9.0,0.0
14:22:02,28.0,3.0,21.0,1.0,13.9,0.0,17.8,1.0
14:22:03,31.0,0.0,19.2,1.0,16.2,1.0,11.0,0.0
14:22:04,33.0,1.0,18.0,1.0,16.0,0.0,10.9,2.0
14:22:05,33.0,0.0,20.8,1.0,13.0,1.0,9.1,0.0
14:22:06,32.0,2.0,21.0,1.0,16.0,2.0,10.9,1.0
14:22:07,34.0,0.0,17.0,1.0,9.9,0.0,8.0,1.0
14:22:08,31.0,1.0,19.0,0.0,14.0,1.0,9.0,1.0
14:22:09,33.7,0.0,21.8,1.0,12.0,1.0,8.9,0.0
14:22:10,33.7,2.0,22.0,1.0,15.8,1.0,12.0,2.0
14:22:11,29.3,0.0,21.8,1.0,18.0,0.0,11.9,0.0
14:22:12,29.7,1.0,18.2,0.0,14.9,2.0,11.9,1.0
14:22:13,31.7,0.0,19.8,1.0,14.9,0.0,13.0,0.0
14:22:14,26.0,1.0,22.8,1.0,13.0,1.0,12.0,2.0
14:22:15,25.0,0.0,23.0,1.0,16.0,0.0,10.0,0.0
14:22:16,27.0,2.0,26.0,0.0,18.0,1.0,15.0,1.0
14:22:17,23.0,0.0,23.0,1.0,15.0,1.0,14.0,1.0
14:22:18,25.0,1.0,20.8,2.0,16.0,1.0,13.0,1.0
14:22:19,26.7,2.0,21.0,0.0,17.8,0.0,12.7,1.0
14:22:20,26.7,0.0,20.0,1.0,15.0,2.0,12.0,0.0
14:22:21,25.0,0.0,20.8,0.0,13.0,0.0,16.0,1.0
14:22:22,24.8,1.0,20.0,1.0,18.0,1.0,14.9,1.0
14:22:23,25.0,0.0,21.0,1.0,16.8,0.0,12.0,0.0
14:22:24,23.2,1.0,21.0,0.0,13.9,2.0,12.0,2.0
14:22:26,28.7,1.0,18.8,1.0,11.0,0.0,11.0,0.0
14:22:27,24.0,1.0,23.0,0.0,13.0,1.0,9.0,0.0
14:22:28,31.0,0.0,16.0,1.0,13.0,0.0,9.9,1.0
14:22:29,28.7,0.0,16.8,0.0,10.9,1.0,7.9,0.0
14:22:30,24.2,1.0,17.0,2.0,14.0,1.0,11.0,1.0
14:22:31,27.7,3.0,25.0,1.0,27.0,2.0,14.1,1.0
14:22:32,24.0,0.0,21.6,1.0,11.0,0.0,7.9,1.0
14:22:33,26.0,1.0,18.2,5.0,17.8,2.0,15.0,1.0
14:22:34,28.7,0.0,17.0,0.0,12.0,1.0,9.9,1.0
14:22:35,24.0,0.0,19.0,0.0,12.0,0.0,7.0,0.0
14:22:36,28.7,0.0,17.8,2.0,8.9,0.0,8.9,0.0
14:22:37,26.3,2.0,18.0,0.0,11.1,1.0,7.1,1.0
14:22:38,24.0,0.0,19.0,1.0,16.8,1.0,7.0,0.0
14:22:39,23.8,1.0,17.0,0.0,13.0,1.0,12.7,2.0
14:22:40,26.3,0.0,15.0,0.0,12.1,0.0,8.1,0.0
14:22:41,28.3,2.0,20.8,2.0,16.0,1.0,12.0,2.0
14:22:42,27.0,0.0,21.2,1.0,15.7,1.0,10.9,1.0
14:22:43,30.4,1.0,18.6,0.0,14.0,1.0,8.0,1.0
14:22:44,29.3,0.0,17.2,2.0,14.0,1.0,10.0,1.0
14:22:45,31.7,2.0,23.5,1.0,19.0,1.0,14.0,2.0
14:22:46,34.0,1.0,23.8,1.0,19.8,1.0,16.0,1.0
14:22:47,33.0,0.0,24.0,2.0,15.0,1.0,16.2,1.0
14:22:48,27.0,1.0,22.0,0.0,15.0,1.0,11.8,0.0
14:22:49,28.0,1.0,21.0,1.0,15.0,1.0,14.0,2.0
14:22:50,37.6,1.0,32.0,2.0,25.7,2.0,24.0,0.0
14:22:51,30.7,2.0,22.0,0.0,16.0,1.0,13.9,2.0
14:22:52,37.0,2.0,26.7,2.0,20.8,2.0,21.2,2.0
14:22:53,31.7,0.0,24.8,2.0,15.2,1.0,11.0,1.0
14:22:54,32.0,2.0,20.8,0.0,15.0,1.0,16.0,1.0
14:22:55,29.0,0.0,20.2,1.0,11.1,1.0,10.0,1.0
14:22:56,28.7,1.0,23.8,0.0,13.9,0.0,15.8,0.0
14:22:57,26.7,0.0,17.8,2.0,13.9,2.0,12.0,1.0
14:22:58,26.0,2.0,15.0,0.0,15.0,0.0,10.9,0.0
14:22:59,29.0,0.0,17.0,1.0,14.7,1.0,15.0,2.0
14:23:00,26.0,1.0,17.8,1.0,14.0,1.0,12.0,0.0
14:23:01,31.0,1.0,27.0,1.0,17.0,1.0,15.8,1.0
14:23:02,31.4,1.0,18.8,1.0,16.0,0.0,12.1,0.0
14:23:03,30.3,2.0,20.0,2.0,20.8,5.0,14.9,2.0
14:23:04,29.0,0.0,23.0,1.0,20.0,1.0,9.0,1.0
14:23:05,29.0,0.0,20.8,1.0,16.8,0.0,9.0,0.0
14:23:06,30.7,2.0,18.2,0.0,12.0,1.0,10.0,1.0
14:23:07,32.0,1.0,24.0,1.0,16.2,1.0,14.9,1.0
14:23:08,35.6,0.0,24.8,2.0,21.8,1.0,17.0,1.0
14:23:09,32.0,2.0,25.0,1.0,17.8,1.0,14.9,1.0
14:23:10,36.0,1.0,23.8,0.0,18.0,2.0,15.0,1.0
14:23:11,36.6,2.0,26.0,3.0,20.8,0.0,16.8,1.0
14:23:12,33.3,1.0,22.8,1.0,15.0,2.0,10.0,2.0
14:23:13,29.7,0.0,20.0,1.0,15.0,1.0,13.9,0.0
14:23:14,30.7,1.0,16.8,0.0,13.0,0.0,9.0,1.0
14:23:15,31.0,0.0,17.0,1.0,11.0,0.0,7.9,0.0
14:23:16,30.7,1.0,17.0,1.0,14.9,1.0,7.1,1.0
14:23:17,30.3,1.0,17.8,0.0,12.9,0.0,8.0,1.0
14:23:18,33.7,0.0,16.0,1.0,10.0,2.0,7.9,0.0
14:23:19,26.7,1.0,15.8,0.0,13.0,0.0,9.9,1.0
14:23:20,29.0,0.0,20.0,1.0,10.9,1.0,11.9,0.0
14:23:21,30.7,0.0,15.0,0.0,13.0,0.0,9.0,1.0
14:23:22,30.7,2.0,18.8,0.0,15.0,1.0,10.0,1.0
14:23:23,30.0,0.0,21.2,2.0,13.9,1.0,14.0,1.0
14:23:24,27.0,0.0,20.6,0.0,12.0,0.0,9.9,1.0
14:23:25,27.7,1.0,21.0,1.0,12.9,0.0,8.0,0.0
14:23:26,28.0,0.0,19.0,0.0,15.0,1.0,8.0,1.0
14:23:27,25.7,0.0,20.8,1.0,13.9,0.0,13.9,0.0
14:23:28,29.0,1.0,22.0,1.0,11.0,2.0,12.0,1.0
14:23:29,26.3,1.0,20.0,0.0,15.0,0.0,9.9,1.0
14:23:30,26.5,0.0,21.0,1.0,18.0,1.0,11.0,0.0
14:23:31,27.0,1.0,26.7,0.0,21.0,0.0,12.9,1.0
14:23:32,31.3,1.0,27.0,4.0,18.2,2.0,15.2,2.0
14:23:33,25.7,2.0,24.0,2.0,18.8,0.0,18.0,1.0
14:23:34,30.0,0.0,23.8,1.0,18.0,1.0,13.9,0.0
14:23:35,29.0,0.0,21.0,1.0,17.0,0.0,14.0,1.0
14:23:36,30.7,1.0,22.8,1.0,14.0,1.0,13.0,1.0
14:23:37,28.0,1.0,18.2,0.0,14.9,1.0,10.0,1.0
14:23:38,26.7,1.0,20.8,1.0,10.1,0.0,11.9,0.0
14:23:39,25.0,0.0,20.8,1.0,12.9,1.0,11.0,1.0
14:23:40,27.7,1.0,21.8,1.0,15.7,1.0,13.9,1.0
14:23:41,30.7,1.0,20.0,0.0,12.1,1.0,15.0,1.0
14:23:42,28.0,1.0,18.0,1.0,12.0,0.0,10.9,0.0
14:23:43,27.3,0.0,18.0,0.0,10.9,1.0,8.1,1.0
14:23:44,31.4,1.0,23.8,2.0,15.0,2.0,13.0,2.0
14:23:45,28.3,1.0,17.0,0.0,12.1,0.0,10.0,0.0
14:23:46,30.7,1.0,22.0,1.0,12.9,0.0,9.0,1.0
14:23:47,28.7,0.0,17.0,1.0,8.1,1.0,8.9,0.0
14:23:48,31.0,0.0,15.0,1.0,11.9,1.0,8.0,1.0
14:23:49,23.2,1.0,19.8,0.0,13.0,1.0,10.0,1.0
14:23:50,28.7,0.0,18.0,1.0,11.0,0.0,11.9,1.0
14:23:51,28.7,2.0,19.8,1.0,13.9,1.0,11.9,0.0
14:23:52,28.0,0.0,20.0,1.0,13.0,1.0,11.0,1.0
14:23:53,31.0,1.0,20.8,0.0,11.0,1.0,9.0,1.0
14:23:54,30.7,0.0,21.0,1.0,13.9,0.0,9.9,2.0
14:23:55,29.0,0.0,19.8,0.0,11.0,2.0,8.0,1.0
14:23:56,28.7,2.0,23.0,2.0,12.0,0.0,11.9,1.0
14:23:57,27.0,0.0,25.0,0.0,13.0,2.0,11.0,1.0
14:23:58,31.7,1.0,20.8,1.0,14.7,1.0,9.0,1.0
14:23:59,27.0,1.0,20.0,1.0,17.0,0.0,9.0,1.0
14:24:00,31.0,1.0,17.8,1.0,14.1,1.0,11.0,1.0
14:24:01,29.7,0.0,22.2,0.0,16.0,1.0,11.9,2.0
14:24:02,30.3,0.0,29.7,1.0,15.8,1.0,12.0,3.0
14:24:03,32.0,0.0,21.0,1.0,16.8,0.0,12.0,0.0
14:24:04,30.7,2.0,21.6,0.0,14.0,2.0,11.0,2.0
14:24:05,28.3,0.0,21.2,1.0,11.1,0.0,11.9,0.0
14:24:06,31.7,2.0,23.0,2.0,20.8,2.0,12.0,2.9
14:24:07,24.0,1.0,20.8,0.0,14.9,1.0,15.0,0.0
14:24:08,24.8,0.0,18.0,1.0,18.0,0.0,11.9,0.0
14:24:09,28.0,1.0,20.8,0.0,17.0,1.0,11.1,1.0
14:24:10,28.7,1.0,22.8,2.0,14.9,1.0,10.8,1.0
14:24:11,29.0,1.0,24.2,0.0,18.0,1.0,11.1,1.0
14:24:12,30.0,1.0,22.0,1.0,16.0,0.0,11.9,1.0
14:24:13,27.0,2.0,24.8,2.0,16.0,2.0,11.9,1.0
14:24:14,26.7,0.0,21.8,0.0,15.0,0.0,11.1,1.0
14:24:15,29.7,1.0,18.2,1.0,13.9,1.0,11.0,0.0
14:24:16,30.0,1.0,21.8,0.0,15.0,1.0,11.0,2.0
14:24:17,30.0,1.0,19.0,1.0,13.9,1.0,11.9,0.0
14:24:18,29.0,0.0,20.8,1.0,13.1,0.0,10.0,1.0
14:24:19,28.0,0.0,21.0,0.0,14.9,1.0,12.0,0.0
14:24:20,27.0,1.0,21.2,1.0,15.2,0.0,10.0,2.0
14:24:21,31.7,1.0,18.8,0.0,14.9,2.0,8.0,0.0
14:24:22,34.7,1.0,18.8,2.0,16.8,0.0,10.9,0.0
14:24:23,30.3,0.0,16.8,0.0,16.0,1.0,10.0,1.0
14:24:24,31.4,1.0,17.8,0.0,10.0,1.0,7.0,1.0
14:24:25,33.0,0.0,18.0,1.0,15.8,0.0,14.9,1.0
14:24:26,28.0,0.0,20.2,0.0,12.0,1.0,8.0,0.0
14:24:27,31.7,2.0,17.8,0.0,11.0,0.0,8.0,0.0
14:24:28,29.3,0.0,15.8,1.0,13.9,0.0,8.0,2.0
14:24:29,30.7,0.0,18.2,0.0,12.0,1.0,8.9,0.0
14:24:30,31.0,1.0,15.8,2.0,11.9,0.0,6.0,0.0
14:24:31,30.7,0.0,17.0,0.0,13.0,2.0,9.9,1.0
14:24:32,31.0,4.0,25.7,2.0,20.8,1.0,15.0,2.0
14:24:33,32.0,0.0,17.2,1.0,12.1,0.0,9.0,1.0
14:24:34,29.0,2.0,17.6,1.0,17.8,1.0,14.9,0.0
14:24:35,34.3,0.0,20.0,0.0,12.0,1.0,11.0,2.0
14:24:36,31.0,1.0,21.0,1.0,15.0,1.0,12.9,0.0
14:24:37,32.0,0.0,18.2,1.0,17.8,0.0,12.0,1.0
14:24:38,29.3,1.0,18.8,0.0,12.1,1.0,8.0,0.0
14:24:39,32.7,1.0,21.8,1.0,12.9,0.0,11.0,2.0
14:24:40,27.3,0.0,18.2,0.0,16.0,1.0,9.0,0.0
14:24:41,29.7,1.0,25.5,2.0,19.2,1.0,14.7,2.0
14:24:42,31.0,1.0,22.8,1.0,21.0,1.0,14.0,1.0
14:24:43,45.5,0.0,40.8,2.0,40.6,2.0,34.3,2.0
14:24:44,46.0,2.0,43.6,2.0,43.6,2.0,33.0,1.0
14:24:45,41.6,2.0,42.6,2.0,42.0,1.0,35.6,2.0
14:24:46,36.0,2.0,42.0,1.0,44.0,2.0,35.0,2.0
14:24:47,37.0,1.0,39.6,2.0,31.0,1.0,25.5,0.0
14:24:48,30.0,2.0,23.8,1.0,16.0,1.0,14.0,2.0
14:24:49,26.7,0.0,22.0,1.0,15.7,2.0,12.0,2.0
14:24:50,28.0,2.0,18.0,1.0,13.0,0.0,14.0,0.0
14:24:51,29.0,0.0,19.8,0.0,11.1,1.0,9.0,1.0
14:24:52,27.7,1.0,22.8,1.0,11.1,1.0,9.8,0.0
14:24:53,30.0,1.0,22.0,1.0,15.8,1.0,11.1,2.0
14:24:54,33.7,1.0,20.0,1.0,13.9,1.0,12.0,2.0
14:24:55,29.3,1.0,20.8,0.0,10.0,1.0,8.9,0.0
14:24:56,30.7,0.0,20.0,1.0,13.0,1.0,13.9,1.0
14:24:57,28.0,1.0,22.8,2.0,14.7,0.0,13.1,0.0
14:24:58,27.7,1.0,21.0,0.0,11.1,0.0,8.8,1.0
14:24:59,32.0,1.0,24.0,3.0,18.6,3.0,14.0,2.0
14:25:00,29.4,1.0,19.8,0.0,12.1,0.0,12.0,2.0
14:25:01,28.3,1.0,18.0,1.0,13.9,1.0,10.0,0.0
14:25:02,31.7,2.0,20.8,1.0,16.2,3.0,12.1,3.0
14:25:03,28.0,1.0,18.0,1.0,12.9,1.0,12.9,2.0
14:25:04,32.7,1.0,24.8,1.0,12.9,2.0,15.0,0.0
14:25:05,29.0,1.0,18.0,0.0,14.0,0.0,9.0,2.0
14:25:06,30.0,0.0,19.0,2.0,14.0,0.0,9.9,0.0
14:25:07,32.7,1.0,18.8,0.0,13.9,1.0,8.0,1.0
14:25:08,26.0,0.0,21.0,1.0,12.0,0.0,11.0,2.0
14:25:09,30.0,0.0,21.2,2.0,12.9,2.0,9.1,0.0
14:25:10,33.7,2.0,22.0,0.0,13.0,1.0,10.9,2.0
14:25:11,31.7,1.0,23.8,1.0,15.0,2.0,12.9,1.0
14:25:12,28.6,0.0,21.8,2.0,17.0,1.0,10.0,2.0
14:25:13,28.7,2.0,18.2,0.0,17.8,0.0,10.9,0.0
14:25:14,32.7,0.0,19.0,1.0,12.0,1.0,9.0,1.0
14:25:15,29.0,1.0,21.8,0.0,15.8,1.0,9.0,1.0
14:25:16,25.0,0.0,17.2,2.0,15.0,0.0,14.9,1.0
14:25:17,30.7,1.0,20.8,0.0,17.8,1.0,11.0,0.0
14:25:18,31.0,1.0,19.0,1.0,14.1,1.0,10.0,2.0
14:25:19,27.0,1.0,21.2,1.0,13.9,1.0,13.0,1.0
14:25:20,29.7,0.0,25.5,1.0,16.0,1.0,15.0,1.0
14:25:21,28.0,1.0,22.2,1.0,17.0,0.0,10.0,1.0
14:25:22,31.3,0.0,20.8,0.0,15.0,1.0,10.0,0.0
14:25:23,32.4,2.0,20.2,1.0,13.0,1.0,13.9,1.0
14:25:24,29.0,0.0,19.8,1.0,18.0,1.0,10.9,1.0
14:25:25,29.0,1.0,19.0,1.0,13.9,0.0,12.9,1.0
14:25:26,32.7,0.0,18.8,0.0,16.0,0.0,8.1,0.0
14:25:27,26.3,2.0,23.0,1.0,14.9,2.0,12.9,1.0
14:25:28,27.7,0.0,18.8,2.0,16.0,1.0,9.9,2.0
14:25:29,30.0,1.0,22.0,0.0,14.9,1.0,12.0,0.0
14:25:30,31.7,1.0,19.0,1.0,15.0,1.0,13.0,2.0
14:25:31,33.0,1.0,20.0,0.0,14.9,0.0,10.9,0.0
14:25:32,30.0,2.0,21.0,2.0,17.0,2.0,10.0,3.0
14:25:33,36.6,1.0,19.8,1.0,14.9,0.0,12.0,1.0
14:25:34,30.7,1.0,19.8,1.0,22.0,1.0,12.0,0.0
14:25:35,31.0,0.0,18.0,0.0,12.0,1.0,9.9,1.0
14:25:36,30.0,1.0,16.0,0.0,12.0,0.0,7.0,1.0
14:25:37,32.0,0.0,18.0,2.0,14.7,1.0,11.0,1.0
14:25:38,33.7,1.0,17.8,0.0,14.0,1.0,9.9,0.0
14:25:39,30.7,0.0,20.0,1.0,16.0,0.0,12.0,0.0
14:25:40,34.0,2.0,24.0,1.0,16.0,1.0,12.9,2.0
14:25:41,32.3,0.0,20.0,1.0,15.8,1.0,11.0,1.0
14:25:42,30.4,1.0,23.0,1.0,16.0,1.0,12.0,0.0
14:25:43,26.3,0.0,22.5,0.0,16.2,0.0,7.0,2.0
14:25:44,30.0,1.0,18.0,0.0,13.9,1.0,11.9,0.0
14:25:45,32.7,1.0,28.0,2.0,18.8,2.0,13.0,2.0
14:25:46,29.7,1.0,21.8,1.0,18.0,0.0,15.8,0.0
14:25:47,32.3,0.0,21.0,1.0,15.8,1.0,13.9,1.0
14:25:48,29.0,1.0,20.0,0.0,13.0,0.0,12.0,1.0
14:25:49,28.0,0.0,21.0,1.0,13.9,2.0,13.9,1.0
14:25:50,45.5,2.0,44.6,2.0,28.3,2.0,25.3,2.0
14:25:51,43.4,1.0,36.4,1.0,25.7,1.0,19.0,2.0
14:25:52,27.7,1.0,21.8,1.0,13.9,1.0,13.7,1.0
14:25:53,25.7,0.0,21.2,0.0,16.0,1.0,12.0,0.0
14:25:54,38.0,2.0,35.6,2.0,33.0,1.0,25.3,1.0
14:25:55,36.0,2.0,44.6,2.0,36.0,2.0,31.0,3.0
14:25:56,27.0,1.0,20.2,0.0,15.8,1.0,14.0,0.0
14:25:57,29.4,1.0,21.8,2.0,14.0,0.0,14.9,1.0
14:25:58,22.2,0.0,16.0,0.0,15.0,0.0,12.1,0.0
14:25:59,26.0,0.0,20.0,1.0,10.0,1.0,11.9,1.0
14:26:00,23.8,1.0,23.0,0.0,10.9,0.0,8.0,1.0
14:26:01,25.0,0.0,15.8,0.0,11.0,1.0,13.9,0.0
14:26:02,32.0,2.0,18.0,1.0,13.9,4.0,13.0,4.0
14:26:03,28.7,1.0,17.0,1.0,11.0,0.0,9.0,0.0
14:26:04,31.0,1.0,19.8,1.0,15.0,1.0,10.0,0.0
14:26:05,27.0,0.0,17.8,0.0,14.9,1.0,8.0,1.0
14:26:06,28.7,0.0,18.2,1.0,12.0,1.0,10.9,1.0
14:26:07,32.7,1.0,24.5,1.0,18.8,0.0,12.0,1.0
14:26:08,25.0,1.0,22.2,0.0,13.0,0.0,9.9,0.0
14:26:09,29.0,1.0,23.8,1.0,12.9,1.0,12.9,1.0
14:26:10,28.0,0.0,22.0,1.0,15.2,2.0,14.0,1.0
14:26:11,31.7,1.0,20.0,1.0,15.0,1.0,11.0,1.0
14:26:12,29.0,2.0,20.8,1.0,14.1,1.0,11.0,0.0
14:26:13,29.0,0.0,21.0,0.0,11.9,0.0,11.0,1.0
14:26:14,26.7,0.0,17.8,2.0,12.9,0.0,8.9,0.0
14:26:15,25.7,1.0,19.2,0.0,11.9,1.0,11.0,1.0
14:26:16,27.3,2.0,22.8,1.0,15.0,2.0,10.9,1.0
14:26:17,28.0,0.0,22.8,2.0,18.0,0.0,10.0,1.0
14:26:18,35.6,1.0,24.8,1.0,19.0,2.0,13.9,2.0
14:26:19,28.0,2.0,21.2,1.0,14.9,1.0,13.0,2.0
14:26:20,28.7,0.0,23.0,1.0,17.8,0.0,11.9,0.0
14:26:21,30.0,1.0,22.0,0.0,17.0,2.0,10.0,2.0
14:26:22,39.6,3.0,41.0,4.0,39.6,4.0,41.0,5.0
14:26:23,41.4,3.0,39.6,5.0,39.4,3.1,30.0,3.0
14:26:24,44.4,4.0,39.6,3.0,34.0,3.0,27.7,3.0
14:26:25,29.7,0.0,19.2,0.0,10.9,2.0,8.0,1.0
14:26:26,21.2,1.0,23.0,0.0,12.0,0.0,10.0,1.0
