time,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8
14:26:27,27.7,0.0,15.0,1.0,10.0,1.0,11.1,1.0
14:26:28,28.7,0.0,16.8,0.0,11.9,1.0,6.9,0.0
14:26:29,26.3,0.0,17.0,2.0,12.0,0.0,7.9,1.0
14:26:30,38.6,3.0,28.7,1.0,28.0,2.0,20.0,3.0
14:26:31,32.0,1.0,27.0,2.0,22.0,1.0,15.2,1.0
14:26:32,32.3,6.9,26.7,3.0,22.0,2.0,20.8,2.0
14:26:33,37.6,2.0,32.3,2.0,26.0,3.0,22.2,2.0
14:26:34,34.0,2.0,27.7,2.9,21.8,2.0,21.8,1.0
14:26:35,35.0,1.0,30.0,0.0,33.0,0.0,24.8,2.0
14:26:36,40.6,2.0,45.0,3.0,44.0,2.0,30.0,2.0
14:26:37,32.0,2.0,26.7,1.0,16.8,1.0,14.0,1.0
14:26:38,36.0,1.0,28.0,2.0,25.0,2.0,22.8,2.0
14:26:39,39.6,2.0,32.0,2.0,27.0,2.0,22.2,1.0
14:26:40,37.4,3.0,28.0,2.0,21.8,2.0,19.0,2.0
14:26:41,36.0,1.0,23.8,2.0,22.0,2.0,17.0,2.0
14:26:42,38.0,2.0,33.7,2.0,27.3,1.0,25.0,1.0
14:26:43,42.0,2.0,51.5,2.0,31.7,2.0,32.7,2.0
14:26:44,32.7,2.0,22.8,1.0,19.0,1.0,15.8,1.0
14:26:45,36.0,0.0,24.0,0.0,15.0,1.0,14.0,2.0
14:26:46,34.0,1.0,26.7,2.0,18.8,2.0,18.0,1.0
14:26:47,41.6,2.0,22.8,1.0,36.6,0.0,22.8,2.0
14:26:48,34.0,2.0,30.3,2.0,22.2,3.0,19.0,2.0
14:26:49,36.0,2.0,22.8,2.9,20.8,1.0,15.0,2.0
